paper_id,title,preprint_date,question,question_type
1959499,The asymptotic approach to the continuum of lattice QCD spectral observables,2021-11-03,What is the asymptotic form of cutoff effects for Wilson fermions and Domain Wall Fermions (DWF) with a domain wall height \(M_5 = 1 + \mathrm{O}(g_0^2)\)?,factual
1806893,Valence parton distribution of the pion from lattice QCD: Approaching the continuum limit,2020-07-13,What pion mass (in MeV) and lattice spacings (in fm) were used in this lattice QCD determination of the valence parton distribution function?,factual
1821369,Was GW190814 a Black Hole–Strange Quark Star System?,2020-10-04,"In the context of the two-families scenario, what characteristic of strange quark stars allows them to reach the mass range observed in GW190814 (M∼(2.5–2.67)  M⊙)?",factual
2158312,Overlap quark propagator near the physical pion mass,2022-09-29,What is the pion mass used in the calculation of the Landau-gauge quark propagator with overlap valence fermions on PACS-CS gauge fields?,factual
2850180,Qualitative and quantitative detection of the QCD phase-transition boundary,2024-11-20,"According to the study, what specific particle types exhibit noticeable dips in directed flow strength as collision energy increases, and what model was used to analyze this phenomenon?",factual
1841345,"Remarks on nuclear matter: How an $\omega_0$ condensate can spike the speed of sound, and a model of $Z(3)$ baryons",2021-01-14,"In the context of nuclear matter, what mechanism leads to the generation of an \(\omega_0\) condensate, and how does this relate to the equation of state (EOS) and the speed of sound at high density?",conceptual
2829609,"Investigation of nuclear structure and <math altimg=""si18.svg"" display=""inline"" id=""d1e17515""><mi>β</mi></math>-decay properties of As isotopes",2024-10-09,Which nuclear structure model and interaction were used to investigate the ground state properties of $^{67-80}$As nuclei and calculate their deformation parameters ($eta_2$)?,factual
2778935,"Dirac spectral density in <math display=""inline""><msub><mi>N</mi><mi>f</mi></msub><mo>=</mo><mn>2</mn><mo>+</mo><mn>1</mn></math> QCD at <math display=""inline""><mrow><mi>T</mi><mo>=</mo><mn>230</mn><mtext> </mtext><mtext> </mtext><mi>MeV</mi></mrow></math>",2024-04-18,"What is the upper bound for the IR phase transition temperature <math display=""inline""><msub><mi>T</mi><mi>IR</mi></msub></math> according to the findings in the abstract?",factual
2974296,Regularized Lednicky-Lyuboshitz formula for higher partial waves in femtoscopy,2025-09-26,"How does the generalized Lednicky-Lyuboshitz formula produce incorrect results, and what method is used in this study to regularize it?",conceptual
2047185,Charge radii of Ca isotopes and correlations,2022-03-07,"How do short-range and long-range correlations affect the charge radii of Calcium isotopes, and which type of correlation has a more significant impact according to the study?",conceptual
2744317,High-order Shakhov-like extension of the relaxation time approximation in relativistic kinetic theory,2024-01-08,"What is the Shakhov-like distribution <math display=""inline""><msub><mi>f</mi><mrow><mi mathvariant=",factual
2870948,Unnuclear matter at large charge,2025-01-17,"What is the order at which leading effective-range effects enter in the calculation of two-point correlation functions for large-charge operators, according to the abstract?",factual
2760745,Upper bound on the speed of sound in nuclear matter from transport,2024-02-21,"What is the upper bound on the speed of sound squared ($c_s^2$) for systems described by relativistic transient hydrodynamics, and what implication does this bound have for the maximum mass of non-rotating neutron stars?",factual
2157233,Elastic properties of nuclear pasta in a fully three-dimensional geometry,2022-09-27,"How do the elastic constants of nuclear pasta configurations (droplet, rod, and slab phases) change with increasing density, and how do analytic formulae from the incompressible liquid-drop model compare to numerical estimations in these phases?",factual
1959544,Efficacy of the symmetry-adapted basis for ab initio nucleon-nucleus interactions for light- and intermediate-mass nuclei,2021-11-02,"What specific target nuclei (<sup loc=""post"">4</sup>He, <sup loc=""post"">16</sup>O, and <sup loc=""post"">20</sup>Ne) were used to obtain ab initio neutron-nucleus interactions within the symmetry-adapted no-core shell-model and resonating group method (SA-RGM) framework, starting from realistic nucleon-nucleon potentials?",factual
1794163,Extracting the number of short-range correlated nucleon pairs from inclusive electron scattering data,2020-05-04,"In the context of extracting the number of short-range correlated (SRC) nucleon pairs, what is the sensitivity of the nonrelativistic instant-form formulation of the generalized contact formalism (GCF) to model parameters, and how does this compare to the light-cone GCF formulation?",conceptual
1866109,Information Content of the Parity-Violating Asymmetry in Pb208,2021-05-31,What is the predicted neutron skin thickness ($r_{\text{skin}}$) in $^{208}$Pb and the symmetry-energy slope ($L$) based on the optimized functionals described in the abstract?,factual
2789932,Investigation of spectral properties of $^{11}$Be in breakup reactions*,2024-05-24,What nucleus is investigated in breakup reactions within the quantum-quasiclassical approach in the given abstract?,factual
2098152,Lattice Monte Carlo simulations with two impurity worldlines,2022-06-19,"In the context of two distinguishable impurities interacting with a bath of polarized fermions, how are the impurities described in the lattice Monte Carlo formalism, and what role do they play in affecting the majority particles?",factual
1999431,Normalizing flows for the real-time sign problem,2021-12-30,What is the guarantee provided by a normalizing flow once it is found for a bosonic lattice field theory with a real-time sign problem?,factual
2900995,On the mapping after and before truncation in the boson expansion theory,2025-03-17,Under what condition do the 'mapping after truncation' and 'mapping before truncation' in the boson expansion theory coincide?,factual
2841480,Shell quenching in nuclear charge radii based on Monte Carlo dropout Bayesian neural network,2024-10-21,"What is the standard root-mean-square deviation achieved by the Bayesian neural network with the modified Casten factor $\textit{P}^{\ast}$ for the training and validation datasets, respectively?",factual
1823726,Vorticity and Spin Polarization in Heavy Ion Collisions: Transport Models,2020-10-18,What theoretical framework is used to derive the freeze-out formula for spin polarization in a vortical fluid within the context of heavy ion collisions?,factual
2955792,Searching for solitons in heavy-ion reactions near the fermi energy,2025-07-31,"What are the conditions and energy range (<math altimg=""si8.svg""><mrow><mi>E</mi><mo linebreak=",factual
2164507,"Nucleon-nucleon correlations inside atomic nuclei: synergies, observations and theoretical models",2022-10-12,What types of energetic probes have been used to establish the role of internal nucleon-nucleon correlations within atomic nuclei?,factual
1895117,Tensor network approach to two-dimensional Yang–Mills theories,2021-07-29,What is the novel tensor network representation proposed for two-dimensional Yang–Mills theories in terms of how tensor indices are handled with respect to group elements?,factual
2831863,"Center vortices and localized Dirac modes in the deconfined phase of (<math display=""inline""><mrow><mn>2</mn><mo>+</mo><mn>1</mn></mrow></math>)-dimensional lattice <math display=""inline""><msub><mi mathvariant=""double-struck"">Z</mi><mn>2</mn></msub></math> gauge theory",2024-09-23,"In the (<math display=""inline""><mrow><mn>2</mn><mo>+</mo><mn>1</mn></mrow></math>)-dimensional lattice <math display=""inline""><msub><mi mathvariant=",factual
1925104,Persistence of cluster structure in the ground state of B11,2021-09-21,"According to the abstract, what is the significance of the spin-orbit interaction in relation to alpha clusters in nuclear systems?",conceptual
2841483,Perturbative gradient flow coupling of the twisted Eguchi–Kawai model with the numerical stochastic perturbation theory,2024-10-21,What is the order of the perturbative gradient flow coupling computation for SU(N) Yang-Mills theory in the large-N limit as described in the abstract?,factual
2915882,Symmetry Energy Expansion with Strange Dense Matter,2025-04-25,"How does the inclusion of a finite strangeness affect the symmetry energy expansion in the context of weak equilibrium, according to the abstract?",conceptual
2957691,Machine Learning-Driven High-Precision Model for $α$-Decay Energy and Half-Life Prediction of superheavy nuclei,2025-08-05,What are the key nuclear structural features incorporated into the XGBoost model for predicting alpha-decay energy and half-life of superheavy nuclei?,factual
3088037,Fermi-liquid view of viscosity in cold and dense nucleon matter,2025-12-01,"According to the abstract, what is the relationship between bulk viscosity (ζ) and shear viscosity (η) in the degenerate regime, and how is this relationship affected by quasiparticle mass correction?",factual
2662290,Electric $1^+$ state below nuclear scissors,2023-05-24,What is the nature of the fourth low-lying $1^+$ state predicted by the Wigner function moments method?,factual
2811024,Heavy-flavor mesons in a strong electric field,2024-07-25,"In one-dimensional systems, under what condition is deconfinement realized for heavy-flavor mesons in the presence of a strong electric field and confining potential?",factual
2877675,Pion condensation at non-zero isospin chemical potential with Wilson fermions,2025-02-07,What type of fermions do currently available literature results on the phase diagram and equation of state for pion condensation at non-zero isospin chemical potential employ?,factual
2791962,Tractable <math><mi>T</mi></math>-matrix model for reaction processes in muon-catalyzed fusion <math><mrow><msub><mrow><mo>(</mo><mi>d</mi><mi>t</mi><mi>μ</mi><mo>)</mo></mrow><mrow><mi>J</mi><mo>=</mo><mi>v</mi><mo>=</mo><mn>0</mn></mrow></msub><mo>→</mo><mi>α</mi><mo>+</mo><mi>n</mi><mo>+</mo><mi>μ</mi><mo>+</mo><mn>17.6</mn></mrow></math> MeV or <math><mrow><msub><mrow><mo>(</mo><mi>α</mi><mi>μ</mi><mo>)</mo></mrow><mrow><mi>n</mi><mi>l</mi></mrow></msub><mo>+</mo><mi>n</mi><mo>+</mo><mn>17.6</mn></mrow></math> MeV,2024-01-30,"What nuclear interactions are adopted in the T-matrix model presented in the abstract, and how are they determined?",factual
2938332,Determination of asymptotic normalization coefficients based on the dispersive optical model,2025-06-24,What is the only fitting parameter used in the proposed method for determining asymptotic normalization coefficients based on the dispersive optical model potential?,factual
2815909,Feasibility study of a dark matter admixed neutron star based on recent observational constraints,2024-08-07,"How does the inclusion of dark matter in the relativistic mean field (RMF) approach, specifically in the NL DM model, affect the neutron star equation of state (EOS) compared to the NL-σ cut model?",conceptual
1980649,Two-pion exchange as a leading-order contribution in chiral effective field theory,2021-11-30,"In the context of chiral effective field theory and the \(^1S_0\) partial wave, what are the limitations of using only one-pion exchange (OPE) and a contact term for describing scattering phase shifts, and what breakdown momentum was observed?",factual
2849879,Exclusive <math><mrow><mi>J</mi><mo>/</mo><mi>ψ</mi></mrow></math> photoproduction on nuclei,2024-11-18,"According to the abstract, what two main amplitudes are included in the multiple scattering theory calculations for exclusive <math><mrow><mi>J</mi><mo>/</mo><mi>ψ</mi></mrow></math> photoproduction on nuclei?",factual
2822112,Sources of longitudinal flow decorrelations in high-energy nuclear collisions,2024-08-27,"What are the two distinct components that the longitudinal structure of the QGP is found to have, according to the data-driven approach used in this study?",factual
2182365,Number conservation in odd-particle number random phase approximation and extensions,2022-11-14,"In the context of the oRPA and EoRPA approximations, how does the inclusion of ground-state correlation effects impact the fulfillment of the number conservation law when applied to ^16O?",factual
2162512,"Toward a unified treatment of <math><mrow><mi mathvariant=""normal"">Δ</mi><mi>S</mi><mo>=</mo><mn>0</mn></mrow></math> parity violation in low-energy nuclear processes",2022-10-07,"What specific type of parity violation in low-energy nuclear processes is being revisited in this study, and what theoretical framework is being used for its ab initio treatment?",factual
2617392,Metadynamics Surfing on Topology Barriers in the Schwinger Model,2022-12-22,"How does metadynamics address the problem of topological freezing in lattice simulations, as demonstrated in the Schwinger model?",conceptual
2904412,High-precision ab initio radius calculations of boron isotopes,2025-03-26,What ab initio methods are used in this study to calculate the radii of Boron isotopes and quantify uncertainties?,factual
2859411,Relativistic viscous hydrodynamics in the density frame: Numerical tests and comparisons,2024-12-13,What are the key advantages of the density frame formulation of relativistic viscous hydrodynamics as described in the abstract?,factual
2148111,Strange mesons in nuclei and neutron stars,2022-09-07,What is the primary focus of the review concerning strange mesons in nuclei and neutron stars?,summary
2616265,The isentropic equation of state of (2+1)-flavor QCD: An update based on high precision Taylor expansion and Pade-resummed expansion at finite chemical potentials,2022-12-20,What is the maximum value of $\mu_B / T$ for which the Taylor series expansion for the pressure is considered accurate based on the HotQCD Collaboration's calculations?,factual
2808180,Proton drip line of deformed hypernuclei,2024-07-15,How does the addition of a $\Lambda$ hyperon in an $s$ or $p$ state affect the proton drip line of deformed hypernuclei according to the deformed Skyrme-Hartree-Fock approach?,factual
1845149,A study of open shell nuclei using chiral two-body interactions,2021-02-05,"What specific chiral two-body interaction was used in the study of open shell nuclei, and what was the primary discrepancy observed for 24Mg and 48Cr when comparing calculated excitation energies to experimental values?",factual
2624826,Bridge++ 2.0: Benchmark results on supercomputer Fugaku,2023-03-10,"What new features does Bridge++ 2.0 offer compared to previous versions, specifically regarding data layout and precision?",factual
2139427,"Continuum random-phase approximation for <math><mrow><mo>(</mo><mi>n</mi><mo>,</mo><mi>γ</mi><mo>)</mo></mrow></math> reactions on neutron-rich nuclei: Collective effects and resonances",2022-08-19,"What type of excitation modes can be described by the continuum random-phase approximation (cRPA) approach in the context of (n,γ) reactions?",factual
2614181,Hausdorff dimension of fermions on a random lattice,2022-12-14,"What is the calculated Hausdorff dimension $d_H$ for Majorana spinors on a random lattice in this study, and how does it compare to the bounds found in the literature?",factual
2685970,Investigating Spontaneous SO(10) Symmetry Breaking in Type IIB Matrix Model,2023-08-01,"According to the abstract, what method is used to tackle the sign problem in the Euclidean version of the type IIB matrix model, and what specific challenge arises when applying it to investigate spontaneous SO(10) symmetry breaking?",factual
2665702,$B\pi $ excited-state contamination in lattice calculations of B-meson correlation functions,2023-06-05,"According to the abstract, what is the typical overestimation level of observables due to $B\[0.5ex] \pi $ states?",factual
2925189,"<math display=""inline""><mrow><mi>η</mi></mrow></math> and <math display=""inline""><msup><mi>η</mi><mo>′</mo></msup></math> mesons from <math display=""inline""><msub><mi>N</mi><mi>f</mi></msub><mo>=</mo><mn>2</mn><mo>+</mo><mn>1</mn></math> lattice QCD at the physical point using topological charge operators",2025-05-26,"What are the extracted values for the $\eta$ and $\eta'$ masses and the mixing angle $\theta_1$ from the lattice QCD calculation using topological charge density operators, and what do the two sets of errors represent?",factual
1847163,Exploring the QCD phase diagram with fluctuations,2021-02-16,What is the purpose of the new subensemble sampler in the context of heavy-ion collisions described in the abstract?,factual
1940920,Global symmetry breaking in gauge theories: the case of multiflavor scalar chromodynamics,2021-10-11,What type of lattice models are used to investigate the validity of assuming gauge fields are irrelevant in effective critical models for continuous phase transitions in global symmetry breaking?,factual
1966309,Nucleon Axial Form Factor from Domain Wall on HISQ,2021-11-11,What is the main goal of the Deep Underground Neutrino Experiment (DUNE) mentioned in the abstract?,factual
2132292,"Partial-wave expansion of <math><mrow><mi mathvariant=""normal"">Λ</mi><mi>N</mi><mi>N</mi></mrow></math> three-baryon interactions in chiral effective field theory",2022-08-03,"What is the primary objective of the partial-wave expansion of $\Lambda N N$ three-baryon interactions in chiral effective field theory presented in the abstract, and how does it build upon previous work?",summary
2743247,Pseudospin symmetry: Microscopic origin of the ground-state inversion in neutron-rich odd-A Cu isotopes,2024-01-03,"Within the covariant density functional theory (CDFT) using the PC-PK1 density functional, what is the specific reason provided in the abstract for the inversion of the ground-state spin at $A=75$ in odd-A $^{69-79}$Cu isotopes?",factual
1969347,Dependence of total kinetic energy of fission fragments on the excitation energy of fissioning systems,2021-11-16,"According to the abstract, what specific change in the shape of the heavy fission fragments is responsible for the decrease in the average total kinetic energy (TKE) of fission fragments as the excitation energy of the fissioning systems increases?",factual
2088943,Examination of background effects on the light-nuclei yield ratio in relativistic heavy-ion collisions,2022-05-27,"In the context of the coalescence model and relativistic heavy-ion collisions, how do background effects, specifically the noncritical effects from the thermal background, influence the light-nuclei yield ratio <math><mrow><msub><mi>N</mi><mi>t</mi></msub><msub><mi>N</mi><mi>p</mi></msub><mo>/</mo><msubsup><mi>N</mi><mi>d</mi><mn>2</mn></msubsup></mrow></math>?",conceptual
1835575,Interpretation of the quasiparticle plus triaxial rotor model,2020-12-07,What are the new methods introduced for interpreting quantal results from the triaxial rotor model in the paper?,factual
2779402,Gauged Gaussian projected entangled pair states: A high dimensional tensor network formulation for lattice gauge theories,2024-04-19,What are the limitations of conventional Monte Carlo methods for lattice gauge theories that the proposed gauged Gaussian projected entangled pair states (PEPS) framework aims to overcome?,conceptual
2771653,Symplectic quantization: numerical results for the Feynman propagator on a 1+1 lattice and the theoretical relation with quantum field theory,2024-03-25,"What is the primary advantage of symplectic quantization compared to other existing approaches for simulating quantum field theories, particularly concerning space-time?",factual
2679255,Number-Theory Renormalization of Vacuum Energy,2023-07-21,"In lattice quantum field theory with $d \geqslant 3$, under what conditions is the vacuum energy (bosonic and fermionic) zero, and what mathematical concept is this related to?",conceptual
2929301,The Infrared Phase of QCD and Anderson Localization,2025-06-04,What recent developments have shown Anderson-like features to be central to the genesis and understanding of the new IR phase of QCD?,factual
2842781,Locating Critical Points Using Ratios of Lee-Yang Zeros,2024-10-25,"How can the finite-size scaling of Lee-Yang zeros be used to locate a critical point in general systems, and what advantage does this method offer over Binder-cumulant analysis, especially in systems with mixed variables?",conceptual
2779997,Digital Quantum Simulation for Spectroscopy of Schwinger Model,2024-04-23,"What is the proposed quantum algorithm for computing the energy spectra of quantum field theory, and how does it function by utilizing a time-oscillating perturbation and measuring the loss in vacuum-to-vacuum probability?",conceptual
1834422,"Folding-model approach to reaction cross section of $^{4,6,8}$He+$^{12}$C scattering at 790 MeV (published in Results in Physics)",2020-12-02,"What method did Tanihata et al. use to determine the matter radii $r_{m}(σ_{m I})$ for $^{4,6,8}$He isotopes from interaction cross sections $σ_{m I}$ of $^{4,6,8}$He+$^{12}$C scattering at 790 MeV per nucleon?",factual
2072329,Ab-initio QCD Calculations Impact the Inference of the Neutron-star-matter Equation of State,2022-04-25,"How does the QCD input from ab-initio calculations affect the pressure and speed of sound at high densities within neutron stars, according to the abstract?",factual
2785066,Isovector giant dipole resonance mode with an improved propagation approach in the framework of EQMD model,2024-05-22,How does the Monte Carlo integral method with non-integer exponent integration improve the EQMD model for studying the isovector giant dipole resonance (IVGDR)?,conceptual
2749458,Applications of flow models to the generation of correlated lattice QCD ensembles,2024-01-19,What are the three proof-of-concept applications demonstrated in the paper that utilize machine-learned normalizing flows for generating correlated lattice QCD ensembles?,summary
3072966,Gaussian Processes for Inferring Parton Distributions,2025-10-23,"What is the primary challenge in extracting parton distribution functions (PDFs) from experimental or lattice QCD data, and how does the proposed Gaussian Process Regression (GPR) framework address this challenge?",conceptual
1804297,"Outer crust of a cold, nonaccreting neutron star within the quark-meson-coupling model",2020-06-30,"Within the Quark-Meson-Coupling (QMC) model, what is the primary effect considered regarding the behavior of nucleons in a high-density nuclear medium that influences the outer crust properties of neutron stars?",conceptual
2974298,A lattice QCD study of low-energy interactions of doubly charmed baryons,2025-09-29,"What specific S-wave interactions between doubly charmed baryons ($Ξ_{cc},Ω_{cc}$) and Goldstone bosons ($π,K,ar{K}$) were investigated in this lattice QCD study, and what lattice parameters were used?",factual
2741122,Spin alignment of vector mesons by second-order hydrodynamic gradients,2023-12-28,"How does the transverse momentum dependence of $\rho_{00}$ deviate from $1/3$ for $\phi$ and $K^{*0}$ mesons in Au-Au collisions at $\sqrt{s_{NN}} = 130 \text{ GeV}$, and what is the observed centrality dependence of this deviation?",factual
2851649,A unified mechanism for the origin and evolution of nuclear magicity,2024-11-23,"How does the Dirac mass kinetic term, in combination with the spin-orbit term, influence the nuclear shell structure and redefine magic numbers in both stable and exotic nuclei according to the abstract?",conceptual
1794456,One fluid might not rule them all,2020-05-06,Which three initial condition models were used in the iEBE-VISHNU hybrid model to investigate hydrodynamic collectivity in high-multiplicity proton–proton collisions at $\sqrt{s}=13$ TeV?,factual
2641232,Thermodynamics with Möbius domain wall fermions near physical point II,2023-03-10,"What lattice spacing, N_T, values were used in the 2+1 flavor lattice QCD simulation to study thermodynamic properties near the (pseudo) critical point?",factual
2750112,Weakening of N = 28 shell gap and the nature of 02+ states,2024-01-22,"How does the interacting boson model, incorporating intruder states and configuration mixing, describe the low-lying yrast and yrare states of N = 28 even-even isotones from Si to Fe and Ca isotopes?",factual
2783521,Entanglement in selected binary tree states: Dicke or total spin states or particle-number-projected BCS states,2024-05-06,"What kind of symmetries, such as total spin or particle number, can lead to the appearance of Binary Tree States (BTSs) in many-body systems treated in Fock space?",factual
2922788,First nucleon gluon PDF from large momentum effective theory,2025-05-19,What is the main accomplishment reported in this paper concerning nucleon gluon parton distribution functions (PDFs)?,summary
2937135,Bayesian analysis and analytic continuation of scattering amplitudes from lattice QCD,2025-06-19,What are the two main techniques used in the presented procedure to analyze lattice QCD spectra and obtain scattering amplitudes?,factual
3095268,Lattice QCD calculation of charmed baryon decay constants at continuum limit and physical mass,2025-12-23,What is the precision of the obtained charmed baryon decay constants from the first principles calculation described in the abstract?,factual
2100815,"Low-energy <math><mrow><mmultiscripts><mi mathvariant=""normal"">Li</mi><mprescripts/><none/><mn>7</mn></mmultiscripts><mo>(</mo><mi>n</mi><mo>,</mo><mi>γ</mi><mo>)</mo><mmultiscripts><mi mathvariant=""normal"">Li</mi><mprescripts/><none/><mn>8</mn></mmultiscripts></mrow></math> and <math><mrow><mmultiscripts><mi mathvariant=""normal"">Be</mi><mprescripts/><none/><mn>7</mn></mmultiscripts><mo>(</mo><mi>p</mi><mo>,</mo><mi>γ</mi><mo>)</mo><mmultiscripts><mi mathvariant=""normal"">B</mi><mprescripts/><none/><mn>8</mn></mmultiscripts></mrow></math> radiative capture reactions within the Skyrme Hartree-Fock approach",2022-06-24,"What is the calculated astrophysical \(\mathcal{S}_{17}(0)\) factor for the \(\mathrm{^{7}Be}(p,\gamma)\mathrm{^{8}B}\) reaction within the Skyrme Hartree-Fock approach?",factual
2863236,Investigating nuclear density profiles to reveal particle-hole configurations in the island of inversion,2024-12-26,How do central density and diffuseness correlate with particle-hole configurations in nuclei within the island of inversion?,factual
2098242,Nuclear pasta structures at high temperatures,2022-06-19,What are the typical crystalline configurations of nuclear pasta structures at high temperatures according to the relativistic mean field model with Thomas-Fermi approximation?,factual
2615925,A Powerful New Energy Density Functional,2022-12-18,"What is the accuracy of the new energy density functional derived within the quark-meson coupling model when reproducing nuclear properties across the entire periodic table, despite being fit to only seventy magic nuclei?",factual
2804221,Nuclear shell model study of neutrinoless double-<math><mi>β</mi></math> decay within a left-right symmetric model,2024-07-02,"In the context of the left-right symmetric model, which mechanism's decay rate is dominated by the weak magnetism $R$ term, and which terms are of equal importance for the other discussed mechanism?",factual
1809836,Proto-neutron stars with heavy baryons and universal relations,2020-08-01,What baryon content is included in the covariant density functional theory used to obtain the equation of state for compact stars in this study?,factual
2748722,New gauge-independent transition dividing the confinement phase in the lattice gauge-adjoint scalar model,2023-12-28,What specific gauge-independent method was used to reexamine the phase structure of the lattice gauge-adjoint scalar model with an SU(2) gauge group?,factual
2685986,Hexadecapole axial collectivity in the rare earth region: A beyond-mean-field study,2023-08-07,"In the context of the study on hexadecapole collectivity in the rare earth region, what is the relationship between the quadrupole and hexadecapole degrees of freedom as indicated by the analysis of the results?",factual
2766195,Stochastic relativistic advection diffusion equation from the Metropolis algorithm,2024-03-06,What statistical weight is used in the Metropolis step to accept or reject random charge transfers in the simulation of the relativistic advection-diffusion equation?,factual
1985641,Collision centrality and system size dependences of light nuclei production via dynamical coalescence mechanism,2021-12-07,"How do the coalescence parameters $B_2$ and $B_3$ vary with transverse momentum and collision centrality for deuteron and triton production in $^{197}$Au + $^{197}$Au collisions at $\sqrt{s_{NN}} = 39$ GeV, according to the dynamical phase-space coalescence model coupled with the AMPT model?",factual
2843795,Chiral edge states on spheres for lattice domain wall fermions,2024-10-30,"What type of gauge theories can be regularized by Weyl edge states on manifolds in dimension $d+1$ with a connected $d$-dimensional boundary, for even $d$?",factual
1913922,Charm and beauty in the deconfined plasma from quenched lattice QCD,2021-08-31,"At what temperatures above $T_c$ are resonance peaks for $J/\psi$ and $\Upsilon$ needed to reproduce charmonium and bottomonium correlators in the vector channel, respectively?",factual
1808677,High-spin doublet band structures in odd–odd $^{194-200}$Tl isotopes,2020-07-24,"What is the driving configuration of chiral symmetry in the odd-odd Tl isotopes investigated, and how does it differ from the configurations observed in other nuclei?",factual
2755022,Nakanishi integral representation of pseudoscalar fermion-antifermion bound states in the Bethe--Salpeter equation,2024-02-01,What is the proposed method for solving the pseudoscalar bound state amplitude in the Bethe-Salpeter equation (BSE) within Minkowski space?,summary
3084394,Formulation of fully covariant Quantum-Molecular Dynamics for an N-body system with scalar and vector potentials,2025-11-17,"What are the key aspects of relativistic many-body dynamics that the presented covariant transport framework aims to address, particularly concerning time-constraints, the non-relativistic limit, frame independence, and the roles of scalar and vector potentials?",summary
2963580,Two-flavored heavy mesons' nuclear bound states,2025-08-25,How are the $B_c$- and $B_s$-nucleus bound state energies and radial wave functions calculated according to the abstract?,factual
1808779,Nuclear structure properties of even-even chromium isotopes and the effect of deformation on calculated electron capture cross sections,2025-04-12,How does the total Gamow-Teller (GT) strength and the calculated electron capture cross section (ECC) change with increasing values of the nuclear deformation parameter $\beta$ for even-even chromium isotopes?,factual
1849510,A relativistic quantum approach to neutrino and antineutrino emission via the direct Urca process in strongly magnetized neutron-star matter,2021-03-02,"How do strong magnetic fields affect the kinematic constraints of the direct Urca process in neutron-star matter, potentially allowing it to occur in density regions where it would normally be forbidden?",conceptual
2796542,"Ab initio valence-space in-medium similarity renormalization group calculations for neutron-rich P, Cl, and K isotopes*",2024-06-09,What is the key finding regarding the level inversion between the $1/2^-$ and $3/2^-$ states in odd-A isotopes and what is it attributed to?,factual
1935751,Solar neutrinos and the primordial Sun,2021-09-29,"How can recent Borexino measurements of CN solar neutrinos be used to constrain the composition of the solar core, according to the abstract?",factual
2838374,Hypertriton puzzle in relativistic heavy-ion collisions,2024-10-07,"What are the key features of the hypertriton puzzle in relativistic heavy-ion collisions, as described by the abstract, and what are the proposed explanations?",summary
2012756,"Exploring bosonic and fermionic link models on <math><mrow><mo>(</mo><mn>3</mn><mo>+</mo><mn>1</mn><mo>)</mo><mi mathvariant=""normal"">D</mi></mrow></math> tubes",2022-01-18,"What is the difference in spectral properties between the bosonic and fermionic versions of the \text{U}(1)-symmetric quantum link models in (3+1)D, as compared to their (2+1)D counterparts?",factual
1823729,Effect of electron screening on the $\alpha$ decay,2020-10-19,"What is the sign of the effect of the electron shell of an atom on the alpha decay rate of the nucleus, as described in the abstract?",factual
2183394,Helicity and vorticity in heavy-ion collisions at energies available at the JINR Nuclotron-based Ion Collider facility,2022-11-16,"In the context of heavy-ion collisions analyzed by the PHSD transport model, what is the relationship between the Hubble-like expansion and the vortical motion within the fireball?",conceptual
2675599,Symmetry energy and neutron star properties constrained by chiral effective field theory calculations,2023-07-08,"What are the 95% credibility ranges for the symmetry energy <math><msub><mi>S</mi><mi>v</mi></msub></math>, the slope parameter <math><mi>L</mi></math>, and the radius of a <math><mrow><mn>1.4</mn><msub><mi>M</mi><mo>⊙</mo></msub></mrow></math> neutron star, <math><msub><mi>R</mi><mrow><mn>1.4</mn></mrow></msub></math>, according to the study?",factual
2085376,Nuclear weak rates and nuclear weak processes in stars,2022-05-18,"What specific nuclear weak rates, calculated using the USDB Hamiltonian, are applied to study the evolution of O-Ne-Mg cores in stars with 8–10 M<math display=""inline"" id=""d1e1652"" altimg=""si3.svg""><msub><mrow/><mrow><mo>⊙</mo></mrow></msub></math> and their role in nuclear Urca processes?",factual
2828750,Effect of magnetic fields on Urca rates in neutron star mergers,2024-09-14,How do magnetic fields influence neutron decay rates compared to electron-capture rates in the context of Urca processes at temperatures around a few MeV?,factual
2674334,Collision integral with momentum-dependent potentials and its impact on pion production in heavy-ion collisions,2023-07-05,How does the momentum dependence of neutron and proton potentials impact the <math><mrow><mi>N</mi><mi>N</mi><mo>→</mo><mi>N</mi><mi mathvariant=,factual
2687802,Quantification of spin alignment in fission by simultaneous treatment of <math><mi>γ</mi></math> and conversion electron angular distributions,2023-08-14,"How can the statistical tensor formalism be used to simultaneously treat conversion electron and $\gamma$-ray angular distributions for quantifying spin alignment in fission, as demonstrated in this study for $^{252}$Cf?",conceptual
2618185,Emulating ab initio computations of infinite nucleonic matter,2022-12-26,"What new algorithm is developed in this paper to eliminate spurious states when emulating quantum many-body methods based on a non-Hermitian Hamiltonian, and what is the purpose of this algorithm?",factual
2786542,"Relativistic Guiding-Center Motion: Action Principle, Kinetic Theory and Hydrodynamics",2024-05-13,"What are the key theoretical frameworks derived from the relativistic guiding-center action principle in a varying external Maxwell field, and how does the resulting hydrodynamic theory differ from conventional five-equation hydrodynamics?",summary
2168894,Real time evolution and a traveling excitation in SU(2) pure gauge theory on a quantum computer.,2022-10-20,"What novel tool for noise mitigation was introduced in this work, and how does it function?",factual
1847992,Transition in the spectral gap of the massless overlap Dirac operator coupled to abelian fields in three dimensions,2021-02-22,"What are the two phases observed in the low-lying spectrum of the massless overlap Dirac operator coupled to Abelian fields in three dimensions, and how does the vanishing of the gap behave with different measures?",factual
